sigmoid,tanh,relu
0.0,0.9570969343185425,0.0
0.0,0.9564328193664551,0.0
0.0,0.9557878971099854,0.0
0.0,0.9551620483398438,0.0
0.0,0.9545547366142273,0.0
0.0,0.9539656043052673,0.0
0.0,0.9533939361572266,0.0
0.0,0.9528389573097229,0.0
0.0,0.9522998332977295,0.0
0.0,0.9517756104469299,0.0
0.0,0.9512655138969421,0.0
0.0,0.9507685899734497,0.0
0.0,0.9502841830253601,0.0
0.0,0.949811577796936,0.0
0.0,0.9493503570556641,0.0
0.0,0.9488999247550964,0.0
0.0,0.9484599232673645,0.0
0.0,0.9480301737785339,0.0
0.0,0.9476098418235779,0.0
0.0,0.9471988677978516,0.0
0.0,0.9467967748641968,0.0
0.0,0.9464033246040344,0.0
0.0,0.9460186958312988,0.0
0.0,0.9456422328948975,0.0
0.0,0.9452735185623169,0.0
0.0,0.944912314414978,0.0
0.0,0.9445587992668152,0.0
0.0,0.9442124366760254,0.0
0.0,0.9438726305961609,0.0
0.0,0.9435396790504456,0.0
0.0,0.9432132840156555,0.0
0.0,0.9428932070732117,0.0
0.0,0.9425792694091797,0.0
0.0,0.9422711730003357,0.0
0.0,0.9419687390327454,0.0
0.0,0.9416719675064087,0.0
0.0,0.9413805603981018,0.0
0.0,0.9410943388938904,0.0
0.0,0.9408133029937744,0.0
0.0,0.9405370950698853,0.0
0.0,0.9402657151222229,0.0
0.0,0.939998984336853,0.0
0.0,0.9397364854812622,0.0
0.0,0.9394782781600952,0.0
0.0,0.9392244815826416,0.0
0.0,0.9389745593070984,0.0
0.0,0.938728928565979,0.0
0.0,0.9384871125221252,0.0
0.0,0.9382490515708923,0.0
0.0,0.9380142688751221,0.0
0.0,0.9377834796905518,0.0
0.0,0.9375560879707336,0.0
0.0,0.9373321533203125,0.0
0.0,0.9371114373207092,0.0
0.0,0.9368939995765686,0.0
0.0,0.9366796016693115,0.0
0.0,0.9364683628082275,0.0
0.0,0.9362600445747375,0.0
0.0,0.9360545873641968,0.0
0.0,0.93585205078125,0.0
0.0,0.9356523156166077,0.0
0.0,0.935455322265625,0.0
0.0,0.9352610111236572,0.0
0.0,0.9350691437721252,0.0
0.0,0.9348800182342529,0.0
0.0,0.9346931576728821,0.0
0.0,0.9345088005065918,0.0
0.0,0.9343268871307373,0.0
0.0,0.9341472387313843,0.0
0.0,0.9339698553085327,0.0
0.0,0.9337948560714722,0.0
0.0,0.9336217641830444,0.0
0.0,0.933451235294342,0.0
0.0,0.9332823753356934,0.0
0.0,0.9331158995628357,0.0
0.0,0.9329513311386108,0.0
0.0,0.9327886700630188,0.0
0.0,0.9326282739639282,0.0
0.0,0.9324693083763123,0.0
0.0,0.9323124885559082,0.0
0.0,0.9321572780609131,0.0
0.0,0.9320042133331299,0.0
0.0,0.9318530559539795,0.0
0.0,0.9317033886909485,0.0
0.0,0.9315555095672607,0.0
0.0,0.9314092397689819,0.0
0.0,0.9312645792961121,0.0
0.0,0.9311216473579407,0.0
0.0,0.930980384349823,0.0
0.0,0.9308404326438904,0.0
0.0,0.9307024478912354,0.0
0.0,0.9305656552314758,0.0
0.0,0.9304305911064148,0.0
0.0,0.9302968382835388,0.0
0.0,0.9301646947860718,0.0
0.0,0.930033802986145,0.0
0.0,0.929904580116272,0.0
0.0,0.929776668548584,0.0
0.0,0.9296501278877258,0.0
0.0,0.9295246005058289,0.0
0.0,0.9294008612632751,0.0
0.0,0.9292784929275513,0.0
0.0,0.9291570782661438,0.0
0.0,0.9290370941162109,0.0
0.0,0.9289185404777527,0.0
0.0,0.9288009405136108,0.0
0.0,0.9286847114562988,0.0
0.0,0.9285696148872375,0.0
0.0,0.9284558892250061,0.0
0.0,0.9283431768417358,0.0
0.0,0.9282317161560059,0.0
0.0,0.9281212687492371,0.0
0.0,0.9280121326446533,0.0
0.0,0.9279038310050964,0.0
0.0,0.9277967810630798,0.0
0.0,0.9276910424232483,0.0
0.0,0.9275861382484436,0.0
0.0,0.9274823069572449,0.0
0.0,0.9273794293403625,0.0
0.0,0.927277684211731,0.0
0.0,0.9271770715713501,0.0
0.0,0.9270773530006409,0.0
0.0,0.9269785284996033,0.0
0.0,0.9268808960914612,0.0
0.0,0.9267842173576355,0.0
0.0,0.9266881346702576,0.0
0.0,0.9265934824943542,0.0
0.0,0.9264994263648987,0.0
0.0,0.9264062643051147,0.0
0.0,0.926314115524292,0.0
0.0,0.9262229800224304,0.0
0.0,0.9261326789855957,0.0
0.0,0.9260430335998535,0.0
0.0,0.9259544610977173,0.0
0.0,0.9258665442466736,0.0
0.0,0.9257797002792358,0.0
0.0,0.9256935119628906,0.0
0.0,0.9256079792976379,0.0
0.0,0.925523579120636,0.0
0.0,0.9254397749900818,0.0
0.0,0.9253567457199097,0.0
0.0,0.9252747297286987,0.0
0.0,0.925193190574646,0.0
0.0,0.9251124858856201,0.0
0.0,0.9250324964523315,0.0
0.0,0.9249532222747803,0.0
0.0,0.9248749017715454,0.0
0.0,0.9247970581054688,0.0
0.0,0.924720048904419,0.0
0.0,0.9246435761451721,0.0
0.0,0.9245679378509521,0.0
0.0,0.9244928956031799,0.0
0.0,0.924418568611145,0.0
0.0,0.9243447184562683,0.0
0.0,0.9242717623710632,0.0
0.0,0.9241992831230164,0.0
0.0,0.9241275191307068,0.0
0.0,0.9240564703941345,0.0
0.0,0.9239858984947205,0.0
0.0,0.9239159226417542,0.0
0.0,0.923846423625946,0.0
0.0,0.9237777590751648,0.0
0.0,0.9237096905708313,0.0
0.0,0.923642098903656,0.0
0.0,0.9235750436782837,0.0
0.0,0.9235084056854248,0.0
0.0,0.9234426021575928,0.0
0.0,0.9233772158622742,0.0
0.0,0.9233123660087585,0.0
0.0,0.9232480525970459,0.0
0.0,0.9231842160224915,0.0
0.0,0.9231210350990295,0.0
0.0,0.9230583310127258,0.0
0.0,0.9229960441589355,0.0
0.0,0.9229339361190796,0.0
0.0,0.9228728413581848,0.0
0.0,0.9228120446205139,0.0
0.0,0.922751784324646,0.0
0.0,0.9226919412612915,0.0
0.0,0.9226325154304504,0.0
0.0,0.9225735664367676,0.0
0.0,0.9225150346755981,0.0
0.0,0.9224570393562317,0.0
0.0,0.9223993420600891,0.0
0.0,0.92234206199646,0.0
0.0,0.9222853183746338,0.0
0.0,0.9222290515899658,0.0
0.0,0.9221730828285217,0.0
0.0,0.9221177101135254,0.0
0.0,0.9220622777938843,0.0
0.0,0.9220076203346252,0.0
0.0,0.9219531416893005,0.0
0.0,0.9218992590904236,0.0
0.0,0.9218454957008362,0.0
0.0,0.921792209148407,0.0
0.0,0.921739399433136,0.0
0.0,0.9216867685317993,0.0
0.0,0.9216346144676208,0.0
0.0,0.921582818031311,0.0
0.0,0.9215312004089355,0.0
0.0,0.9214800000190735,0.0
0.0,0.9214293956756592,0.0
0.0,0.9213787317276001,0.0
0.0,0.9213284850120544,0.0
0.0,0.9212785959243774,0.0
0.0,0.9212291240692139,0.0
0.0,0.9211798310279846,0.0
0.0,0.9211307764053345,0.0
0.0,0.9210820198059082,0.0
0.0,0.9210333824157715,0.0
0.0,0.9209854602813721,0.0
0.0,0.9209374785423279,0.0
0.0,0.9208900332450867,0.0
0.0,0.9208425879478455,0.0
0.0,0.920795738697052,0.0
0.0,0.9207488298416138,0.0
0.0,0.9207022786140442,0.0
0.0,0.9206559062004089,0.0
0.0,0.9206098914146423,0.0
0.0,0.9205641150474548,0.0
0.0,0.9205185174942017,0.0
0.0,0.9204731583595276,0.0
0.0,0.9204280972480774,0.0
0.0,0.9203832149505615,0.0
0.0,0.9203385710716248,0.0
0.0,0.9202942848205566,0.0
0.0,0.9202499389648438,0.0
0.0,0.9202060103416443,0.0
0.0,0.9201622605323792,0.0
0.0,0.9201186895370483,0.0
0.0,0.9200752973556519,0.0
0.0,0.9200324416160583,0.0
0.0,0.9199894666671753,0.0
0.0,0.9199467301368713,0.0
0.0,0.9199044108390808,0.0
0.0,0.9198620319366455,0.0
0.0,0.9198199510574341,0.0
0.0,0.9197781085968018,0.0
0.0,0.9197365045547485,0.0
0.0,0.9196951985359192,0.0
0.0,0.9196537733078003,0.0
0.0,0.9196129441261292,0.0
0.0,0.9195723533630371,0.0
0.0,0.9195316433906555,0.0
0.0,0.9194915294647217,0.0
0.0,0.9194515347480774,0.0
0.0,0.9194117784500122,0.0
0.0,0.9193719625473022,0.0
0.0,0.9193325638771057,0.0
0.0,0.9192935228347778,0.0
0.0,0.9192546606063843,0.0
0.0,0.919215977191925,0.0
0.0,0.9191777110099792,0.0
0.0,0.9191396236419678,0.0
0.0,0.9191019535064697,0.0
0.0,0.9190642833709717,0.0
0.0,0.9190270304679871,0.0
0.0,0.9189899563789368,0.0
0.0,0.9189532399177551,0.0
0.0,0.9189169406890869,0.0
0.0,0.918880820274353,0.0
0.0,0.9188447594642639,0.0
0.0,0.9188094139099121,0.0
0.0,0.9187740087509155,0.0
0.0,0.9187391400337219,0.0
0.0,0.918704628944397,0.0
0.0,0.918670117855072,0.0
0.0,0.91863614320755,0.0
0.0,0.9186025857925415,0.0
0.0,0.9185692071914673,0.0
0.0,0.9185361266136169,0.0
0.0,0.9185035228729248,0.0
0.0,0.9184712171554565,0.0
0.0,0.9184390306472778,0.0
0.0,0.9184072017669678,0.0
0.0,0.9183758497238159,0.0
0.0,0.9183447360992432,0.0
0.0,0.9183139801025391,0.0
0.0,0.9182835221290588,0.0
0.0,0.9182534217834473,0.0
0.0,0.9182236194610596,0.0
0.0,0.918194055557251,0.0
0.0,0.9181647300720215,0.0
0.0,0.9181358814239502,0.0
0.0,0.918107271194458,0.0
0.0,0.9180788993835449,0.0
0.0,0.9180507659912109,0.0
0.0,0.9180229902267456,0.0
0.0,0.9179954528808594,0.0
0.0,0.9179681539535522,0.0
0.0,0.917941153049469,0.0
0.0,0.9179143309593201,0.0
0.0,0.9178879261016846,0.0
0.0,0.9178617000579834,0.0
0.0,0.9178357124328613,0.0
0.0,0.9178099036216736,0.0
0.0,0.9177844524383545,0.0
0.0,0.9177591800689697,0.0
0.0,0.9177339673042297,0.0
0.0,0.9177091717720032,0.0
0.0,0.9176844954490662,0.0
0.0,0.9176600575447083,0.0
0.0,0.9176357984542847,0.0
0.0,0.917611837387085,0.0
0.0,0.9175881147384644,0.0
0.0,0.9175643920898438,0.0
0.0,0.9175407290458679,0.0
0.0,0.9175175428390503,0.0
0.0,0.917494535446167,0.0
0.0,0.9174714684486389,0.0
0.0,0.9174487590789795,0.0
0.0,0.9174262285232544,0.0
0.0,0.9174038767814636,0.0
0.0,0.9173815846443176,0.0
0.0,0.9173592925071716,0.0
0.0,0.9173376560211182,0.0
0.0,0.9173157215118408,0.0
0.0,0.9172941446304321,0.0
0.0,0.9172728061676025,0.0
0.0,0.9172513484954834,0.0
0.0,0.9172300696372986,0.0
0.0,0.9172090888023376,0.0
0.0,0.9171883463859558,0.0
0.0,0.917167603969574,0.0
0.0,0.9171469211578369,0.0
0.0,0.9171265959739685,0.0
0.0,0.9171062707901001,0.0
0.0,0.917086124420166,0.0
0.0,0.9170658588409424,0.0
0.0,0.9170461297035217,0.0
0.0,0.9170262813568115,0.0
0.0,0.9170066118240356,0.0
0.0,0.9169871807098389,0.0
0.0,0.9169676899909973,0.0
0.0,0.9169483780860901,0.0
0.0,0.9169291853904724,0.0
0.0,0.9169101715087891,0.0
0.0,0.9168912768363953,0.0
0.0,0.916872501373291,0.0
0.0,0.916853666305542,0.0
0.0,0.9168350696563721,0.0
0.0,0.9168166518211365,0.0
0.0,0.9167982339859009,0.0
0.0,0.9167799949645996,0.0
0.0,0.9167619347572327,0.0
0.0,0.9167437553405762,0.0
0.0,0.9167259335517883,0.0
0.0,0.9167083501815796,0.0
0.0,0.916690468788147,0.0
0.0,0.9166728854179382,0.0
0.0,0.9166553020477295,0.0
0.0,0.9166380167007446,0.0
0.0,0.9166207909584045,0.0
0.0,0.9166035652160645,0.0
0.0,0.9165863990783691,0.0
0.0,0.9165692925453186,0.0
0.0,0.9165524840354919,0.0
0.0,0.9165357351303101,0.0
0.0,0.9165191054344177,0.0
0.0,0.9165025353431702,0.0
0.0,0.9164858460426331,0.0
0.0,0.916469395160675,0.0
0.0,0.9164532423019409,0.0
0.0,0.9164371490478516,0.0
0.0,0.9164208769798279,0.0
0.0,0.9164047837257385,0.0
0.0,0.916388750076294,0.0
0.0,0.9163731336593628,0.0
0.0,0.9163572192192078,0.0
0.0,0.9163414835929871,0.0
0.0,0.9163257479667664,0.0
0.0,0.9163102507591248,0.0
0.0,0.9162949323654175,0.0
